poiID,poiType,poiName,poiAddress,poiLocation,poiUrl,poiPriceRange,poiPrice,poiPhone,poiTag,poiOperatingHours,poiRating,poiNoOfReviews,poiDescription
P003737,Attraction,Rainbow Waterfall,"Jalan Sungai Lembing, Sungai Lembing 26200 Malaysia", Sungai Lembing,https://www.tripadvisor.com.my/Attraction_Review-g2530755-d2661353-Reviews-Rainbow_Waterfall-Sungai_Lembing_Pahang.html,,,,Waterfalls,,4.5,138,
P003738,Attraction,Ipoh Mural Art Trail,"Jalan Tun Sambanthan, Ipoh 30000 Malaysia", Ipoh,https://www.tripadvisor.com.my/Attraction_Review-g298298-d8699336-Reviews-Ipoh_Mural_Art_Trail-Ipoh_Kinta_District_Perak.html,,,,Points of Interest & Landmarks,,4,151,
P003739,Attraction,Chow Kit Market,,Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d2291333-Reviews-Chow_Kit_Market-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,Flea & Street Markets,,4,228,Wind your way past narrow stalls at this authentic market for a glimpse of where Malaysians shop. Need anything for a picnic?
P003740,Attraction,SAFF Watersport Langkawi - Jet Ski Tours,,Langkawi,https://www.tripadvisor.com.my/Attraction_Review-g298283-d10089077-Reviews-SAFF_Watersport_Langkawi_Jet_Ski_Tours-Langkawi_Langkawi_District_Kedah.html,,,,"Waterskiing & Jetskiing, Water Sports",9:00 AM - 7:30 PM,4.5,73,"SAFF watersport is specialize in Jet Ski Travel & Tours in Langkawi. We provide exciting water sports activities included Jet Ski Island Tours, Jetski Rental, Banana boat, parasailing and beach fun activities."
P003741,Attraction,Ubudiah Mosque,,Kuala Kangsar,https://www.tripadvisor.com.my/Attraction_Review-g1021525-d1633062-Reviews-Ubudiah_Mosque-Kuala_Kangsar_Kuala_Kangsar_District_Perak.html,,,,Historic Sites,,4.5,94,
P003742,Attraction,Tua Pek Kong Temple,"Jalan Pasir Panjang, Sitiawan 32000 Malaysia",Sitiawan,https://www.tripadvisor.com.my/Attraction_Review-g1588148-d3613285-Reviews-Tua_Pek_Kong_Temple-Sitiawan_Manjung_District_Perak.html,,,,Religious Sites,,4,119,
P003743,Attraction,Kota Tinggi Firefly Park,"Jalan Kota Tinggi, Johor Bahru 81900 Malaysia",Johor Bahru,https://www.tripadvisor.com.my/Attraction_Review-g298278-d14046509-Reviews-Kota_Tinggi_Firefly_Park-Johor_Bahru_Johor_Bahru_District_Johor.html,,,,Nature & Wildlife Areas,1:00 PM - 11:00 PM,4.5,62,Firefly Tour Johor Bahru. Extraordinary experience and journey. Travel under the stars. Dating with fireflies. Feel the magical of nature ! Johor Kota Tinggi river is a rare breeding ground and habitats for fireflies. Thousands of fireflies spread over the banks of the river and correspond to the stars. Forming a fantastic scene. Will make you unforgettable. It is must-see attraction in Johor Bahru. If you want to experience it for yourself. Welcome to Kota Tinggi Firefly Park. Let our experienced staff show you the charm of fireflies !
P003744,Attraction,Seri Perdana,,Putrajaya,https://www.tripadvisor.com.my/Attraction_Review-g298305-d510811-Reviews-Seri_Perdana-Putrajaya_Wilayah_Persekutuan.html,,,,"Points of Interest & Landmarks, Architectural Buildings",,4,119,
P003745,Attraction,Sultan Abu Bakar State Mosque,,Johor Bahru,https://www.tripadvisor.com.my/Attraction_Review-g298278-d457087-Reviews-Sultan_Abu_Bakar_State_Mosque-Johor_Bahru_Johor_Bahru_District_Johor.html,,,,"Architectural Buildings, Religious Sites",,4,238,"Commissioned in 1900 by Sultan Abu Bakar--a much respected monarch widely referred to as the 'Father of Modern Johor'-- this grand mosque can accommodate 2,000 worshippers."
P003746,Attraction,Drunk Monkey Old Street Bar,"68 Carpenter Street, Kuching 93000 Malaysia", Kuching,https://www.tripadvisor.com.my/Attraction_Review-g298309-d6206476-Reviews-Drunk_Monkey_Old_Street_Bar-Kuching_Sarawak.html,,,,Bars & Clubs,,4.5,113,"Drunk Monkey Old Street Bar is a unique vintage bar in Kuching, the capital city of Sarawak of East Malaysia. The bar is located on one of the oldest street in Kuching near the river. The bar offer smoke free indoor area with delicious local finger foods."
P003747,Attraction,Dome,"Kulaijaya Persiaran Indahpura, Kulai 81000 Malaysia",Kulai,https://www.tripadvisor.com.my/Attraction_Review-g1096279-d2462562-Reviews-Dome-Kulai_Kulaijaya_District_Johor.html,,,,Shopping Malls,,3.5,828,"Feed your body with good food, your spirit with great coffee, your mind with rich conversation, and your soul with smooth music. This is the way to live the DOME lifestyle.The company's philosophy stems from the basic values of modern day living, the concept which gave rise to its home-away-from-home principle. At DOME Cafe, individuals can drop by for comfort, coffee, and conversation, a place for communities to meet, hang out, or simply carry on living outside of the home and the workplace. Its signature chestnut and oak-wood environment provides a cozy, elegant ambiance for a great diversity of lifestyles - a business lunch, a relaxing afternoon or evening coffee respite, or even a family dinner.A fit lifestyle is nourished with good food. The typical DOME Cafe encompasses the world's finest coffees and delicious wholesome food all under one roof, to satiate appetites from different hours all day long. One can relish in the complete repertoire of scrumptious soups and salads, All-d"
P003748,Attraction,Melaka History and Ethnography Museum,"Jalan Kota Stadhuys, Melaka 75000 Malaysia",Melaka,https://www.tripadvisor.com.my/Attraction_Review-g306997-d9608833-Reviews-Melaka_History_and_Ethnography_Museum-Melaka_Central_Melaka_District_Melaka_State.html,,,,History Museums,,4,119,"Melaka History and Ethnography Museum is housed in Stadthuys, an oleh Dutch VOC building build around the year 1650s. The History Museum contain exhibits on the founding of Melaka and dioramas about the city during the Portuguese, Dutch and British period. There is a free guided tour of the History Museum every Saturday and Sunday at 10.30am and 2.30pm. The guided tour is in English."
P003749,Attraction,Weston Wetland Park,"Lot 3-49 3rd Floor, Star City North Asia City Road, Kota Kinabalu 88000 Malaysia",Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d4324329-Reviews-Weston_Wetland_Park-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Division_Saba.html,,,,Parks,,4,146,"Weston Wetland Park located at Weston town, Southwest of Sabah (North Borneo). Weston Wetland Park offers a place to relax for both local and international tourist. Optional activities such as sea and river fishing, river cruise await you to discover wildlife such as Proboscis Monkey, Silver Langur, Long Tailed Macaques, Crocodiles, Birds and etc."
P003750,Attraction,Mount Kinabalu Botanical Garden,,Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d12289837-Reviews-Mount_Kinabalu_Botanical_Garden-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_.html,,,,"Points of Interest & Landmarks, Gardens",,4,162,
P003751,Attraction,Fort Margherita,"Petra Jaya, Kuching 93050 Malaysia",Kuching,https://www.tripadvisor.com.my/Attraction_Review-g298309-d12351720-Reviews-Fort_Margherita-Kuching_Sarawak.html,,,,History Museums,9:00 AM - 4:45 PM,4,111,
P003752,Attraction,EnovaCab Driver (Malaysia) KL Taxi Service & Transfers,,Cheras,https://www.tripadvisor.com.my/Attraction_Review-g7383070-d23708960-Reviews-EnovaCab_Driver_Malaysia_KL_Taxi_Service_Transfers-Cheras_Selangor.html,,,,"Taxis & Shuttles, Self-Guided Tours & Rentals",,5,31,"We Are A Professional Private Kuala Lumpur Taxi Driver Service, More than 18 years experience in KL Taxi Service And Private Transfer, We Provide Taxi Service Such as Airport Transfer KLIA KLIA2, Private Hired Taxi Driver, Interstate Transfer and Pickup from Port Klang Cruise Terminal To Kuala Lumpur City Tour."
P003753,Attraction,Berjaya Time Square Theme Park,"1 Jalan Imbi Level 5 & 7, Kuala Lumpur 55100 Malaysia",Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d1962636-Reviews-Berjaya_Time_Square_Theme_Park-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,Amusement & Theme Parks,11:00 AM - 10:00 PM,3.5,821,
P003754,Attraction,Aun Tong Coffee Mill,"8A Jalan Syed Burhan Taiping Perak, Taiping 34000 Malaysia",Taiping,https://www.tripadvisor.com.my/Attraction_Review-g670111-d8729851-Reviews-Aun_Tong_Coffee_Mill-Taiping_Larut_Matang_dan_Selama_District_Perak.html,,,,"Speciality Museums, History Museums",8:30 AM - 5:30 PM,4,113,"Aun Tong Coffee Mill is the oldest coffee mill in Malaysia. The coffee factory located in the main town of Taiping,Perak produces the Antong Café brand of coffee. Currently, Auntong Coffee Mill carries more than 20 coffee-based beverage products such as specialty Kopi 'O' (Aun Tong signature), golden coffee and durian white coffee. 
Special menu here is Espresso ice-cream, the only one in Malaysia. Beside that, we have cold beverages which is Special Latte Espresso and Honey Lemon with Alovera & Chia Seed. We also have Hot Coffee in the cup, which is Black Coffee (Kopi 'O') and White Coffee."
P003755,Attraction,Adventure With John,,Tioman Island,https://www.tripadvisor.com.my/Attraction_Review-g17371300-d8791546-Reviews-Adventure_With_John-Tioman_Island_Rompin_District_Pahang.html,,,,"Scuba & Snorkelling, Fishing Charters & Tours",9:00 AM - 5:00 PM,4.5,43,"Adventure With John aims to inspire a whole new generation to see inspiration in action. Safely. Adventure With John turns adventure into moments of pure exhilaration.  Look for the custom made packages catering for all who want to breakout from their comfort zones.  From snorkeling and diving to trekking and hiking, kayaking and jungle adventures, all in Malaysia.  All on Tioman Island where we also have accommodation facilities, while inland at the Templer Jungle Homestay in the Rawang Forest outside of Kuala Lumpur we offer a different side of the adventure experience with hiking, BBQ and jacuzzi options."
P003756,Attraction,Chowrasta Market,"Penang Road, George Town, Penang Island 10000 Malaysia",George Town,https://www.tripadvisor.com.my/Attraction_Review-g298303-d5994355-Reviews-Chowrasta_Market-George_Town_Penang_Island_Penang.html,,,,Speciality & Gift Shops,,4,149,
P003757,Attraction,Adventure Waterpark Desaru Coast,"Persiaran Pantai, Desaru Coast, Bandar Penawar 81930 Malaysia",Bandar Penawar,https://www.tripadvisor.com.my/Attraction_Review-g4564007-d13980350-Reviews-Adventure_Waterpark_Desaru_Coast-Bandar_Penawar_Kota_Tinggi_District_Johor.html,,,,"Amusement & Theme Parks, Water Parks",10:00 AM - 6:00 PM,4,187,"Adventure Waterpark Desaru Coast is one of the World’s Biggest Waterparks. Set against the backdrop of a Malaysian fishing village, visitors can immerse themselves in One of the Biggest Wave Pools in the world and experience a First-of-its-Kind Water Coaster in the region. Located within the premium integrated destination resort of Desaru Coast in Johor, the new waterpark offers a unique mix of wet & dry rides and slides offering something for everyone."
P003758,Attraction,Sunway Velocity Mall,"Lingkaran SV, Sunway Velocity, Kuala Lumpur 55100 Malaysia",Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d12000074-Reviews-Sunway_Velocity_Mall-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,Shopping Malls,10:00 AM - 10:00 PM,4,107,"Sunway Velocity Mall is earmarked to be the leading retail and lifestyle destination in Kuala Lumpur with its cutting edge architecture, a neo futuristic façade, and a contemporary interior. Easily accessible through major roads and highways, the development is well serviced by public transportation including 1 LRT and 2 MRTs. As one of the main components in Sunway Velocity, the mall comprises of 7 levels and 3 precincts – Market Place, Food Street Food and Commune."
P003759,Attraction,Aeon Bukit Indah Shopping Centre,"8 Jalan a Bukit Indah, Johor Bahru 81200 Malaysia",Johor Bahru,https://www.tripadvisor.com.my/Attraction_Review-g298278-d7038785-Reviews-Aeon_Bukit_Indah_Shopping_Centre-Johor_Bahru_Johor_Bahru_District_Johor.html,,,,Speciality & Gift Shops,10:00 AM - 10:00 PM,4,260,
P003760,Attraction,"The Mall, Mid Valley Southkey","Persiaran Southkey 1, Johor Bahru 80150 Malaysia",Johor Bahru,https://www.tripadvisor.com.my/Attraction_Review-g298278-d17381609-Reviews-The_Mall_Mid_Valley_Southkey-Johor_Bahru_Johor_Bahru_District_Johor.html,,,,Shopping Malls,10:00 AM - 10:00 PM,4,100,
P003761,Attraction,Daun Senja Kitchen,"9 Tengkat Tong Shin, Bukit Bintang, 50200 Kuala Lumpur Level 1, Anggun Boutique Hotel, Kuala Lumpur 50200 Malaysia",Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d18185048-Reviews-Daun_Senja_Kitchen-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,Cooking Classes,,4,27,I am Pat and I am passionate about Malaysian food and sharing traditional recipes with others. Spend a morning exploring a local wet market and cooking up a local meal with fresh and natural ingredients.
P003762,Attraction,Pasar Besar Siti Khadijah,,Kota Bharu,https://www.tripadvisor.com.my/Attraction_Review-g298285-d4471289-Reviews-Pasar_Besar_Siti_Khadijah-Kota_Bharu_Kelantan.html,,,,Flea & Street Markets,,4,270,
P003763,Attraction,Little India Brickfields,"Jalan Travers to Jalan Tun Sambanthan, Brickfields, Kuala Lumpur 50470 Malaysia", Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d456587-Reviews-Little_India_Brickfields-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,Neighbourhoods,,3.5,"1,161","Celebrate Malaysia’s Indian heritage by poking around the temples and markets of Little India, Brickfields neighborhood."
P003764,Attraction,Komtar JBCC,"Bandar Johor Bahru, Johor Bahru 80000 Malaysia",Johor Bahru,https://www.tripadvisor.com.my/Attraction_Review-g298278-d8615218-Reviews-Komtar_JBCC-Johor_Bahru_Johor_Bahru_District_Johor.html,,,,Shopping Malls,10:00 AM - 10:00 PM,4,168,
P003765,Attraction,St. George's Anglican Church,"1 Lebuh Farquhar Harmony Walk, George Town, Penang Island 10200 Malaysia",George Town,https://www.tripadvisor.com.my/Attraction_Review-g298303-d457123-Reviews-St_George_s_Anglican_Church-George_Town_Penang_Island_Penang.html,,,,Religious Sites,8:30 AM - 12:00 PM,4,140,
P003766,Attraction,Kinokuniya Book Stores,"Lot 406-408 429 & 430 Level 4 Suria Klcc Kuala Lumpur City Centre, Kuala Lumpur 50088 Malaysia",Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d10491745-Reviews-Kinokuniya_Book_Stores-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,Shopping Malls,,4,78,
P003767,Attraction,Soon Coastal Fishing,, Batu Ferringhi,https://www.tripadvisor.com.my/Attraction_Review-g635527-d8725042-Reviews-Soon_Coastal_Fishing-Batu_Ferringhi_Penang_Island_Penang.html,,,,Fishing Charters & Tours,9:30 AM - 3:30 PM,5,38,
P003768,Attraction,Cameron Highlands Jungle Trail No. 1,,Brinchang,https://www.tripadvisor.com.my/Attraction_Review-g298293-d3315506-Reviews-Cameron_Highlands_Jungle_Trail_No_1-Brinchang_Cameron_Highlands_Pahang.html,,,,Hiking Trails,,4,162,
P003769,Attraction,Bukit Broga Hill,,Semenyih,https://www.tripadvisor.com.my/Attraction_Review-g2412238-d3703556-Reviews-Bukit_Broga_Hill-Semenyih_Selangor.html,,,,Geologic Formations,,4,200,"Bukit Broga Hill along the border of Negeri Sembilan and Selangor is a must-visit for outdoor lovers and avid hikers. This well-marked hiking spot sees droves of hikers in the morning, hoping to scale its three main peaks. The first two peaks, while shorter, offer unobstructed panoramas of the verdant valley landscapes, especially stunning at sunrise. If you're feeling up for it, make the ascent up the last and highest peak—it'll take only about an hour or so. You can follow fellow hikers up the trail or even opt for a hiking guide.

Visit on weekdays for fewer crowds and visit during the dry months for better weather. – Tripadvisor"
P003770,Attraction,L.O.S.T Borneo Jungle Trekking,, Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d5893557-Reviews-L_O_S_T_Borneo_Jungle_Trekking-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Di.html,,,,"Eco Tours, Hiking & Camping Tours",,5,71,"Specialized in Jungle Survival Trekking/Expeditions and Wildlife Safaris. To see wild Orang Utan and and other endemic wildlife. 

Bringing you to less travelled places. Featuring Deramakot Forest Reserve, Long Pa Sia, Maliau Basin and Imbak Canyon, 

Trips to popular touristic destinations at Danum Valley and Kinabatangan River trips can be arranged."
P003771,Attraction,Sky Mirror,,Kuala Selangor,https://www.tripadvisor.com.my/Attraction_Review-g1777471-d15066127-Reviews-Sky_Mirror-Kuala_Selangor_Selangor.html,,,,Beaches,,4.5,66,
P003772,Attraction,Malaysian Discovery Tours & Travel - Private Day Tours,, Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d2721622-Reviews-Malaysian_Discovery_Tours_Travel_Private_Day_Tours-Kuala_Lumpur_Wilayah_Persekutu.html,,,,Private Tours,,5,59,
P003773,Attraction,Penang Town Hall,,George Town,https://www.tripadvisor.com.my/Attraction_Review-g298303-d10185763-Reviews-Penang_Town_Hall-George_Town_Penang_Island_Penang.html,,,,Architectural Buildings,,4,112,
P003774,Attraction,Eden Reflexology Centre,"Lorong Api-Api 2 Block 3, Lot 18 Ground Floor , Api-Api Centre, Kota Kinabalu 88000 Malaysia",Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d12115307-Reviews-Eden_Reflexology_Centre-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Division.html,,,,Spas,,4.5,78,"Eden Reflexology Centre has been operating since February 2017. Since then the facilities have been upgraded to have choices of individual, couple and family rooms.  We have both male and female professional therapists to serve esteemed customers.  Make your appointment today and we are operating daily from 12:00 pm to 12:00am."
P003775,Attraction,Jesselton Point,"4th Floor, Wisma Perkasa, Jalan Gaya, Kota Kinabalu 88000 Malaysia",Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d10088259-Reviews-Jesselton_Point-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Division_Sabah.html,,,,Marinas,,3.5,420,"Jesselton Point is jetty and ferry terminal. Here you can find jetty to islands in Kota Kinabalu, ferry terminal for people to go to Labuan island, many food and beverages outlets with so many selections, indoor soccer field and taxi station."
P003776,Attraction,Jari Jari Spa,"2nd Floor Lot 2-34 1, Jalan Tun Fuad Stephens, Kota Kinabalu 88100 Malaysia",Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d1885382-Reviews-Jari_Jari_Spa-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Division_Sabah.html,,,,Spas,10:00 AM - 10:00 PM,4.5,159,"Jari Jari Spa is an award-winning spa that offers a range of treatments and healing rituals that cannot be experienced anywhere else in the world. As the only spa in Sabah to promote the treatment of the Dusun Lotud, a tribal derived Borneo group whose home is to the north of Sabah, Jari Jari Spa provides a unique experience combining traditional techniques and ingredients with the best of modern spa management. As guardian of an ancient tradition, our therapists at Jari Jari Spa ensure that their massages comes not just from the hands, but also from the heart"
P003777,Attraction,Asian Overland Services Tours & Travel Sdn. Bhd,,Kuala Lumpur,https://www.tripadvisor.com.my/Attraction_Review-g298570-d12315793-Reviews-Asian_Overland_Services_Tours_Travel_Sdn_Bhd-Kuala_Lumpur_Wilayah_Persekutuan.html,,,,"Sightseeing Tours, Private Tours",,4,178,"If you have only a few days to spent in Malaysia, the best way to see the country is with our daily sightseeing tours. The short tours are conducted for half day, full day or sometimes overnight if a little far out of town. The English guided tours will take you to the highlights of each destination."
P003778,Attraction,Cheah Kongsi,"8 Gat Lebuh Armenian, George Town, Penang Island 10300 Malaysia",George Town,https://www.tripadvisor.com.my/Attraction_Review-g298303-d1475085-Reviews-Cheah_Kongsi-George_Town_Penang_Island_Penang.html,,,,Historic Sites,,4.5,90,
P003779,Attraction,Fo Guang Shan Dong Zen Temple,"Jenjarom town center, Jenjarom 42600 Malaysia",Jenjarom,https://www.tripadvisor.com.my/Attraction_Review-g3947014-d3947027-Reviews-Fo_Guang_Shan_Dong_Zen_Temple-Jenjarom_Kuala_Langat_District_Selangor.html,,,,"Art Galleries, Lessons & Workshops",9:00 AM - 5:00 PM,4.5,73,"Dong Zen Temple is located in Jenjarom within the Kuala Langat district of Selangor state. Dong Zen Temple is founded by Venerable Master Hsing Yun in 1994 and serves as the headquarters of Fo Guang Shan Malaysia. Literally translated in Chinese, “Dong” means “East” and “Zen” means “The tranquil mind”. As a phrase, it means “the tranquil mind in the east”, representing the hub of a Buddhist centre in the South East Region. Mdm. Khenh Kian Hong (1934-2005) first donated 2 acres of land to FGS Buddhist Monastery for building of a temple in Malaysia. Later, with the help of Mdm. Khenh, the neighbouring owners agreed to sell their land to FGS. The founder of FGS, Ven. Master Hsing Yun, personally officiated the development ceremony on 24 November 1989, it was developed in 1994 and commenced usage in 1996. Now the temple has created a new avenue for tourism and it also acts as an important cultural and educational center."
P003780,Attraction,Gunung Mat Cincang,"Jalan Teluk Datai, Langkawi 07000 Malaysia",Langkawi,https://www.tripadvisor.com.my/Attraction_Review-g298283-d450981-Reviews-Gunung_Mat_Cincang-Langkawi_Langkawi_District_Kedah.html,,,,Mountains,,4,107,
P003781,Attraction,Mitsui Outlet Park Klia Sepang,,Sepang,https://www.tripadvisor.com.my/Attraction_Review-g298314-d8155286-Reviews-Mitsui_Outlet_Park_Klia_Sepang-Sepang_Sepang_District_Selangor.html,,,,"Factory Outlets, Shopping Malls",10:00 AM - 10:00 PM,4.5,528,
P003782,Attraction,Flora de la Mar Maritime Museum,"Jalan Quayside, Melaka 75000 Malaysia",Melaka,https://www.tripadvisor.com.my/Attraction_Review-g306997-d455062-Reviews-Flora_de_la_Mar_Maritime_Museum-Melaka_Central_Melaka_District_Melaka_State.html,,,,"Speciality Museums, Ships",9:00 AM - 6:00 PM,3.5,537,A restored Portuguese ship called Flora de la Mar makes for an impressive museum; Melaka’s colorful seafaring history is tastefully displayed within.
P003783,Attraction,The Thai Chetawan Temple (Wat Chetawan),"No. 24 Jalan Pantai Off Jalan Gasing, Petaling Jaya 46000 Malaysia",Petaling Jaya,https://www.tripadvisor.com.my/Attraction_Review-g298313-d3723893-Reviews-The_Thai_Chetawan_Temple_Wat_Chetawan-Petaling_Jaya_Petaling_District_Selangor.html,,,,Religious Sites,,4.5,99,
P003784,Attraction,LangkawiGo Nature Tour,,Langkawi,https://www.tripadvisor.com.my/Attraction_Review-g298283-d23785152-Reviews-LangkawiGo_Nature_Tour-Langkawi_Langkawi_District_Kedah.html,,,,Kayaking & Canoeing,9:00 AM - 5:00 PM,5,24,
P003785,Attraction,Walea Spa & Retreat,"6 Jalan Balau Taman Melodies, Johor Bahru 80250 Malaysia",Johor Bahru,https://www.tripadvisor.com.my/Attraction_Review-g298278-d4353768-Reviews-Walea_Spa_Retreat-Johor_Bahru_Johor_Bahru_District_Johor.html,,,,Spas,11:00 AM - 7:00 PM,4.5,90,"Escape the limits of time and experience a sanctuary for relaxation and wellness. As you embark upon rejuvenating treatments, our therapists will ensure your journey with us is an exceptional spa experience. Discover Wellness Within, with Walea Spa & Retreat. Easily accessible location, just behind Holiday Plaza and within walking distance from KSL City, Johor Bahru. RESERVATIONS REQUIRED. BOOKINGS ACCEPTED VIA PHONE/ EMAIL/ FACEBOOK/ WHATSAPP."
P003786,Attraction,Malaysian Motorcycle Getaways Day Tours,,Petaling Jaya,https://www.tripadvisor.com.my/Attraction_Review-g298313-d6548819-Reviews-Malaysian_Motorcycle_Getaways_Day_Tours-Petaling_Jaya_Petaling_District_Selangor.html,,,,Motorcycle Tours,,5,54,
P003787,Attraction,Kapas Island,,Pulau Kapas,https://www.tripadvisor.com.my/Attraction_Review-g304001-d8666603-Reviews-Kapas_Island-Pulau_Kapas_Terengganu.html,,,,Islands,,4.5,106,
P003788,Attraction,Borneo Trails Tours & Travel,, Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d6748693-Reviews-Borneo_Trails_Tours_Travel-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Divisi.html,,,,"Scuba & Snorkelling, Climbing Tours",,4.5,72,"Experience the best of Sabah, Malaysia with Borneo Trails - your premier tour operator in the region. Committed to providing exceptional travel experiences, our team of passionate professionals is dedicated to ensuring your satisfaction at every step of your journey.

With an extensive network spanning the region and beyond, we pride ourselves on offering high-quality value-added activities and programs that go above and beyond our clients' expectations. From personalized support facilities to a diverse range of packages and expedition options, we tailor our services to meet your every need.

At Borneo Trails, we specialize in creating unforgettable adventures that leave a lasting impression. Whether you're seeking a complex incentive or convention program or a simple rainforest trekking experience, we capture the essence of Borneo's unique characteristics to make your journey truly memorable."
P003789,Attraction,Angel Diver,,Pulau Perhentian Kecil,https://www.tripadvisor.com.my/Attraction_Review-g304004-d2324381-Reviews-Angel_Diver-Pulau_Perhentian_Kecil_Perhentian_Islands_Terengganu.html,,,,Scuba & Snorkelling,,4.5,98,
P003790,Attraction,EasyGo Tours,,Kota Kinabalu,https://www.tripadvisor.com.my/Attraction_Review-g298307-d17650977-Reviews-EasyGo_Tours-Kota_Kinabalu_Kota_Kinabalu_District_West_Coast_Division_Sabah.html,,,,"Parasailing & Paragliding, Scuba & Snorkelling",,4.5,113,"EasyGo Tours provide Tours and Activities; Adventurous, Fun Things to Do, Scuba diving course and Fundive packages with competitive price. We have over 6 Years of serving customer of experience. Our Mission is for our customer to bring back the best memories with us.We are supported by friendly, and helpful team who will always ready giving you all the awesome experiences in Southeast Asia"
P003791,Attraction,Tropical Adventure Tours & Travel,,Miri,https://www.tripadvisor.com.my/Attraction_Review-g303998-d8754758-Reviews-Tropical_Adventure_Tours_Travel-Miri_Miri_District_Sarawak.html,,,,"City Tours, River Rafting & Tubing",8:30 AM - 5:00 PM,5,34,"Tropical Adventure was incorporated in 1985 to provide specialized tourism services for adventure travelers ,and logistic support for science research expeditions. Over the years the company's operation has expanded all over Malaysia. Tropical Adventure is a local ground operator in Borneo that provides top quality excursions into the interior of Borneo, with all the advantages of a properly managed tour operator. We have well trained Tour Leaders and Guides who knows the destinations very well. We also provide international sales support, including coordinations of itineraries and provide a one stop booking service centre. Tropical Adventure have played its' key role in boosting the local domestic Tourism sector and incorporates creativity planning on Tours programs. We have been selected and recognized by the Malaysian Tourism Board with awards in Three (3) categories, such as Best Tour Operator Award, Best Guide Award, and best Tour Program Award."
P003792,Attraction,Lake of the Pregnant Maiden,,Kuching,https://www.tripadvisor.com.my/Attraction_Review-g6387612-d629538-Reviews-Lake_of_the_Pregnant_Maiden-Pulau_Dayang_Langkawi_District_Kedah.html,,,,Bodies of Water,,4,455,
P003793,Attraction,Tua Pek Kong,,Kuching,https://www.tripadvisor.com.my/Attraction_Review-g298309-d457136-Reviews-Tua_Pek_Kong-Kuching_Sarawak.html,,,,Religious Sites,,4,168,
P003794,Attraction,Chew Jetty,"Pengkalan Weld 59A, Chew Jetty, George Town, Penang Island 10300 Malaysia",George Town,https://www.tripadvisor.com.my/Attraction_Review-g298303-d1221399-Reviews-Chew_Jetty-George_Town_Penang_Island_Penang.html,,,,"Neighbourhoods, Points of Interest & Landmarks",9:00 AM - 9:00 PM,3.5,"3,001",
P003795,Attraction,Underwater World Langkawi,"Jalan Pantai Cenang Jalan Pantai Chenang, Langkawi 07000 Malaysia",Langkawi,https://www.tripadvisor.com.my/Attraction_Review-g298283-d454850-Reviews-Underwater_World_Langkawi-Langkawi_Langkawi_District_Kedah.html,,,,Aquariums,,3.5,"2,458","An exciting and educational journey awaits you at Underwater World Langkawi ('UWL'). Featuring themed sections such as the fascinating Tropical Rainforest, the spectacular Temperate World, the engaging Sub-Antartic Climate and the abundant Freshwater and Marine Life sections; be amazed by over 4000 animals and aquatics life forms on display. To further enhance your experience, UWL features Eden Cafe and a great duty-free shopping. In recognition of its achievements, UWL was awarded the 'Leading Tourism Product' in Langkawi by LADA and is also listed in the Malaysian Book of Records for being the 'Largest Aquarium in Malaysia' and for being the '1st breeding of Rockhoppers Penguins in Captivity'. So make a visit to UWL - When Adventure Becomes Experience."
P003796,Attraction,Sungai Pandan Waterfall,,Kuantan,https://www.tripadvisor.com.my/Attraction_Review-g298296-d5074281-Reviews-Sungai_Pandan_Waterfall-Kuantan_Kuantan_District_Pahang.html,,,,Waterfalls,,4,99,
