Name,Rating,Address,URL,Price,Type,Phone,Cousine,Meals
Muar Restaurant,4.5 ,"No. 6G Tengkat Tong Shin, Kuala Lumpur Malaysia",http://www.facebook.com/restoranmuar/,$$ - $$$,$$ - $$$AsianNonya/MalaysianMalaysian,+60 3-2144 2072,"Asian, Malaysian",Vegetarian Friendly
Bedouin Arabian Cuisine,4.5 ,"6 Jalan Wan Kadir Taman Tun Dr Ismail, Kuala Lumpur 60000 Malaysia",http://www.facebook.com/bedouin.my,$$ - $$$,$$ - $$$MediterraneanGrillMiddle Eastern,+60 12-737 4712,"Vegetarian Friendly, Vegan Options, Halal","Dinner, Lunch, Brunch, Drinks"
Ee Chinese Cuisine,4.5 ,"13 Jalan 16/11 Eastin Hotel, Seksyen 16, Petaling Jaya 46350 Malaysia",http://www.choiyen.com/ee-chinese-cuisine-eastin-hotel-petaling-jaya,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-7665 1111,Vegetarian Friendly,"Dinner, Lunch"
Essence Restaurant,4.0 ,"Jalan Sultan Ismail Sheraton Imperial Kuala Lumpur Hotel, Kuala Lumpur 50250 Malaysia",https://www.marriott.com/en-us/hotels/kulsi-sheraton-imperial-kuala-lumpur-hotel/dining/,$$ - $$$,$$ - $$$InternationalAsianMalaysian,+60 3-2717 9900,"Asian, Malaysian, International","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Naab,4.0 ,"130 Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",http://www.naabrestaurant.com/,$$ - $$$,$$ - $$$Middle EasternPersianVegetarian Friendly,+60 3-2143 3949,"Halal, Vegetarian Friendly","Lunch, Dinner, After-hours"
Copper,4.5 ,"211 Jalan Tun Sambanthan Level five, Menara Shell, Kuala Lumpur 50470 Malaysia",http://www.facebook.com/copperbyFAV,$$ - $$$,$$ - $$$InternationalEuropeanGrill,+60 3-2856 9522,"European, International, Grill","Vegetarian Friendly, Vegan Options"
Celadon,4.0 ,"Level 6 Pavillion Shopping Mall, Kuala Lumpur 50200 Malaysia",http://www.absolutethai.com.my/,$$ - $$$,$$ - $$$AsianThaiVegetarian Friendly,+60 3-2148 8708,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
Dharma Realm Guan Yin Sagely Monastery Canteen,4.5 ,"161 Jalan Ampang, Kuala Lumpur 50450 Malaysia",http://www.drba.org/?fbclid=IwAR3W1HEim36__ho6w6MBt7FJz6COD-XszKjBfGEN5Cim1069tKfONcTUXVg,$,$ChineseAsianVegetarian Friendly,+60 3-2164 8055,"Vegetarian Friendly, Vegan Options",Lunch
Lut Gastrobar,5.0 ,"30, Jalan Tun Mohd Fuad 2, Taman Tun Dr Ismail Kuala Lumpur, Kuala Lumpur 60000 Malaysia",http://linktr.ee/lutfnb,$$ - $$$,$$ - $$$FrenchJapaneseEuropean,+60 14-383 8093,Dinner,"Reservations, Seating, Table Service"
Out of Africa Restaurant & Kudu Bar,4.0 ,"No 1 Lorong Sultan PJ Palms Sport Centre, Petaling Jaya 46200 Malaysia",http://www.outofafrica.com.my/,$$ - $$$,$$ - $$$BarGrillVegetarian Friendly,60122007367,"Grill, Bar",Vegetarian Friendly
Yezi Steamboat,4.5 ,"1 First The Roof, Bandar Utama, Kuala Lumpur 50450 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodMalaysian,+60 12-323 5841,Vegetarian Friendly,"Lunch, Dinner"
Dolly Dim Sum,4.0 ,"Avenue K Lot G9 Ground Floor, 156 Jalan Ampang, Kuala Lumpur 50450 Malaysia",https://www.facebook.com/dollydimsum/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2181 3830,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch"
Restoran Stadium Negara,4.0 ,"Jalan Yap Kwan Seng, Kuala Lumpur Malaysia",http://www.facebook.com/pg/Restoran-Steamboat-Stadium-Negara-110945345646841/about/?ref=page_internal,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 3-2161 8557,"Dinner, After-hours","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Table Service"
De.Wan 1958 By Chef Wan,4.5 ,"Lot 2-2, Level 2 The Linc KL No 360, Jalan Tun Razak, Kuala Lumpur 50450 Malaysia",https://dewan.space/,$$ - $$$,$$ - $$$MalaysianHalal,+60 10-207 0383,Malaysian,Halal
Saravana Bhavan,4.0 ,"52, Jln Maarof, Bangsar Baru, Kuala Lumpur Malaysia",,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 3-2287 1228,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Brunch, Breakfast, Dinner, After-hours"
Kanna Curry House,3.5 ,"No 29 Jalan 17/45, Petaling Jaya 46400 Malaysia",http://www.kannacurryhouse.com/,$$ - $$$,$$ - $$$IndianAsianMalaysian,+60 3-7958 4814,"Vegetarian Friendly, Vegan Options, Halal","Breakfast, Lunch, Dinner, Brunch, After-hours"
Hadramawt Kitchen,4.5 ,"No. 13 Jalan Penguasa U1/53A Glenmarie Temasya Surai, Shah Alam 40150 Malaysia",http://web.facebook.com/hadramawtkitchen,$$ - $$$,$$ - $$$Middle EasternVegetarian FriendlyVegan Options,+60 11-1110 3076,"Vegan Options, Halal, Vegetarian Friendly","Lunch, Dinner"
Kayra Authentic Kerala Cuisine,4.5 ,"F08, 1st Floor, Bangsar Village 1, Jalan Telawi 1, Kuala Lumpur 59100 Malaysia",http://www.kayra.com.my/,$$ - $$$,$$ - $$$IndianVegetarian FriendlyVegan Options,+60 17-215 7382,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch"
La Bodega Pavilion KL,4.0 ,"Lot C3.06.00 Level 3, 168 Jalan Bukit Bintang Pavilion KL, Kuala Lumpur 59100 Malaysia",https://labodega.gastrodome.com.my/,$$ - $$$,$$ - $$$BarEuropeanSpanish,+60 3-2287 8318,Vegetarian Friendly,"Lunch, Dinner, Brunch, Breakfast, After-hours, Drinks"
Durian SS2,4.0 ,"Ss 193 Jalan Ss 2/24, Petaling Jaya 47300 Malaysia",http://www.durianss2.com/,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 12-234 5619,"Vegetarian Friendly, Vegan Options","Takeout, Seating, Parking Available, Wheelchair Accessible"
Roti Boy,4.0 ,"Suria KLCC - Concourse Level, Kuala Lumpur Malaysia",http://www.rotiboy.com/,$,$BakeriesFast food,,"Breakfast, Brunch","Takeout, Wheelchair Accessible"
Celestial Court,4.0 ,"Jalan Sultan Ismail Sheraton Imperial Kuala Lumpur Hotel, Kuala Lumpur 50250 Malaysia",http://www.celestialcourtrestaurant.com/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2717 9988,"Chinese, Asian","Vegetarian Friendly, Halal, Gluten Free Options"
Sun Hong Muk Koot Tea,4.0 ,"35 37 & 39 Medan Imbi, Kuala Lumpur 55100 Malaysia",https://www.facebook.com/pages/%E6%96%B0%E5%B3%B0%E8%82%89%E9%AA%A8%E8%8C%B6Restoren-Sun-Hong/322896457727422?fref=nf,$$ - $$$,$$ - $$$Chinese,+60 3-2141 4064,"Lunch, Dinner",Seating
Eight Ounce Coffee Co,4.5 ,"Unit 115 Level 1 Suria KLCC, Kuala Lumpur 50088 Malaysia",http://www.eightouncecoffee.co/,$$ - $$$,$$ - $$$Quick BitesCafe,+60 3-7622 8780,"Breakfast, Lunch, Drinks","Takeout, Seating, Wheelchair Accessible"
Atmosphere 360 Revolving Restaurant,3.5 ,"Jalan Punchak Off Jalan P.Ramlee, 50250 Kuala Lumpur Malaysia, Kuala Lumpur 50250 Malaysia",http://www.atmosphere360.com.my/,$$$$,$$$$InternationalAsianMalaysian,+60 3-2020 2020,"Asian, Malaysian, International","Vegetarian Friendly, Halal"
Sala Vegan Plant-based Tex-Mex Restaurant,5.0 ,"26a/80a A-03A-G Galeria Hartamas Jalan, Kuala Lumpur 50480 Malaysia",http://www.facebook.com/salakl/,$,$MexicanHealthyVegetarian Friendly,+60 11-1150 3606,"Healthy, Mexican","Vegetarian Friendly, Vegan Options"
Kenny Hills Bistro,4.5 ,"G-07 shoppes At Four Seasons Place Ground Floor, 145, Jalan Ampang, Kuala Lumpur 50450 Malaysia",http://kennyhillsbistro.com/,$$ - $$$,$$ - $$$FrenchBarCafe,+60 17-230 8081,"Lunch, Breakfast, Dinner, Brunch, Drinks","Reservations, Seating, Accepts Credit Cards, Table Service"
Lafite,4.0 ,"11 Jalan Sultan Ismail Lobby Level, Shangri-La Kuala Lumpur, Kuala Lumpur 50250 Malaysia",https://www.shangri-la-specials.com/restaurantsandbars/rnblafite.aspx,$$$$,$$$$FrenchEuropean,+60 3-2032 2388,"French, European","Dinner, Lunch, After-hours"
Layali El Sham Restaurant,4.5 ,"Swiss Garden Residence 6th Floor, 117, Kuala Lumpur 55100 Malaysia",https://www.facebook.com/layalielsham.res/,$$ - $$$,$$ - $$$TurkishMiddle EasternArabic,+60 16-243 4743,"Vegan Options, Vegetarian Friendly, Halal","Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks"
Joloko,4.5 ,"43 Jalan Kamunting Chow Kit, Kuala Lumpur 50300 Malaysia",http://www.bar-joloko.com/,$$ - $$$,$$ - $$$CaribbeanJamaican,+60 3-2694 1100,"Caribbean, Jamaican","Dinner, Lunch, After-hours, Drinks"
Neroteca,4.0 ,"8 Lorong Ceylon Unit G-1, Kuala Lumpur 50250 Malaysia",http://www.neroteca.com/,$$ - $$$,$$ - $$$ItalianPizzaEuropean,+60 3-2070 0530,Vegetarian Friendly,"Lunch, Dinner, Brunch, Drinks"
Serendib Restaurant & Bar,4.5 ,"GTower 199 Jalan Tun Razak LG 07 & 08 GTower, Kuala Lumpur 50400 Malaysia",http://www.serendib.restaurant/,$$ - $$$,$$ - $$$Sri LankanVegetarian FriendlyVegan Options,+60 3-2181 4647,Sri Lankan,"Vegetarian Friendly, Vegan Options"
Woobar,4.5 ,"121, Jalan Ampang Level 8, W, Kuala Lumpur 50450 Malaysia",https://www.marriott.com/en-us/hotels/kulwh-w-kuala-lumpur/dining/,$$ - $$$,$$ - $$$Quick BitesBarInternational,+60 12-347 9088,,
V88 Chinatown,4.5 ,"34, Jalan Sultan, City Centre, 50000 Kuala Lumpur,, Kuala Lumpur 50000 Malaysia",https://www.instagram.com/v88_chinatown/,$$ - $$$,$$ - $$$Quick BitesCafeAsian,011-5982 7882,"Cafe, Fusion, Malaysian, Asian",Vegan Options
Gem Restaurant,4.0 ,"124 Jalan Tun Sambanthan, Kuala Lumpur 50470 Malaysia",https://www.facebook.com/gemrestklg,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 3-2260 1373,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Gordon Ramsay Bar & Grill,4.0 ,"Lobby Level, Sunway Resort Hotel Persiaran Lagoon, Subang Jaya 47500 Malaysia",https://www.sunwayhotels.com/sunway-resort/dining/gordon-ramsay-bar-and-grill,$$$$,$$$$British,+60 3-7492 8000,"Lunch, Dinner","Reservations, Private Dining, Seating, Parking Available, Valet Parking, Serves Alcohol, Accepts Credit Cards, Table Service, Full Bar, Wine and Beer, Free Wifi, Non-smoking restaurants"
Cotta,5.0 ,"Jalan Kiara 5 L6-1A, Verve Shops, 8, Mont Kiara, Kuala Lumpur 50480 Malaysia",https://www.cotta.com.my/,$,$CafeHealthy,+60 11-2321 2125,"Cafe, Healthy","Breakfast, Lunch, Brunch"
Pulp,4.0 ,"29 1, Lorong Riong Bangsar, Kuala Lumpur 59100 Malaysia",http://www.facebook.com/PULPbyPapaPalheta,$$ - $$$,$$ - $$$Quick BitesCafe,+60 3-2201 3650,"Breakfast, Lunch, Brunch","Takeout, Seating, Wheelchair Accessible"
ABC Bistro Cafe,4.0 ,"106 Jalan Tun Sambanthan NU Sentral Mall, Brickfields, Kuala Lumpur 50470 Malaysia",,$,$IndianCafeAsian,,"Vegetarian Friendly, Halal, Vegan Options","Breakfast, Lunch, Dinner, Brunch"
The Beato Aged Steakhouse,4.0 ,"Jalan Dutamas 1 D2-G3-9 Solaris Dutamas, Kuala Lumpur 50480 Malaysia",http://www.beato.com.my/,$$ - $$$,$$ - $$$Steakhouse,+60 10-760 0423,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Table Service"
Republic of Food,4.0 ,"Lot 1, 41 00, Level 1 Pavilion, In Pavilion Shopping Complex, Kuala Lumpur 55100 Malaysia",https://www.facebook.com/FoodRepublicMY,$,$Quick BitesFast foodAsian,+60 3-2142 8006,Vegetarian Friendly,"Lunch, Dinner"
The Brasserie - The St. Regis Kuala Lumpur,4.0 ,"No 6 Jalan Stesen Sentral 2 The St. Regis Kuala Lumpur, Kuala Lumpur 50470 Malaysia",https://www.marriott.com/hotels/hotel-information/restaurant/details/kulxr-the-st-regis-kuala-lumpur/5975433/,$$$$,$$$$FrenchEuropeanVegetarian Friendly,+60 3-2727 6666,"French, European","Gluten Free Options, Vegetarian Friendly"
Shucked Oyster and Seafood Bar,4.5 ,"Solaris Dutamas 1 Jalan Dutamas 1 B.I.G. Supermarket, Lower Ground Floor, Publika, Kuala Lumpur 50480 Malaysia",http://www.shuckedoysterbars.com/,$$ - $$$,$$ - $$$SeafoodGluten Free Options,+60 3-6209 1739,Seafood,Gluten Free Options
TasteBud,4.5 ,"834 Jalan Sentul Next to YTL Fennel, D6, D7,Tamarind ,The Saffron, Kuala Lumpur 51000 Malaysia",http://tastebud.com.my/,$$ - $$$,$$ - $$$IndianMiddle EasternPakistani,+60 13-525 9000,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Drinks"
Michelangelo’s Restaurant @ Solaris Mont’ Kiara,4.5 ,"Lot J-OG-03, Soho KL No. 2 Jalan Solaris Solaris Mont Kiara, Kuala Lumpur 50480 Malaysia",http://www.michelangelos-restaurants.com/m-res/,$$ - $$$,$$ - $$$ItalianSteakhousePizza,+60 3-6203 7734,"Italian, Pizza, European, Steakhouse, Seafood",Vegetarian Friendly
Bobo KL,4.5 ,"65-2 Jalan Bangkung Bangsar, Kuala Lumpur 59100 Malaysia",http://bobokl.com/,$$$$,$$$$BarEuropeanWine Bar,+60 3-2092 5002,"Dinner, Drinks","Reservations, Seating, Parking Available, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Accepts Credit Cards"
Gobo Chit Chat,4.0 ,"Traders Hotel Kuala Lumpur Kuala Lumpur City Centre, Kuala Lumpur Malaysia",http://www.shangri-la.com/kualalumpur/traders/dining/restaurants/gobo-chit-chat/,$$ - $$$,$$ - $$$SeafoodInternationalAsian,+60 3-2332 9888,"Vegetarian Friendly, Gluten Free Options","Breakfast, Lunch, Dinner, After-hours"
Coliseum Cafe,3.5 ,"98-100 & 102 Jalan Tuanku Abdul Rahman Little India, Kuala Lumpur 50100 Malaysia",http://www.coliseum1921.com/,$$ - $$$,$$ - $$$MalaysianHalal,+60 3-2692 6270,Malaysian,Halal
Portofino Bangsar Lucky Garden,4.0 ,"1 Persiaran Ara Lucky Garden, Kuala Lumpur 59100 Malaysia",http://www.facebook.com/Portofino-Bangsar-Lucky-Garden-392162064280187/,$$ - $$$,$$ - $$$ItalianPizzaMediterranean,+60 16-775 2387,"Italian, Pizza, Mediterranean, European",Vegetarian Friendly
Cafe Cafe,4.0 ,"175 Jalan Maharajalela Chinatown, Kuala Lumpur 50150 Malaysia",http://www.cafecafe.com.my/main.html,$$$$,$$$$FrenchEuropean,+60 3-2145 8141,"French, European",Dinner
Pavilions Lounge,4.5 ,"Sheraton Imperial Kuala Lumpur Jalan Sultan Ismail Jalan Sultan Ismail, Kuala Lumpur 50250 Malaysia",http://www.sheratonimperialkualalumpur.com/pavilionslounge,$$ - $$$,$$ - $$$BarCafePub,+60 3-2717 9900,"Breakfast, Lunch, Dinner","Reservations, Serves Alcohol, Seating, Table Service"
Little Penang Kafe,4.0 ,"1st Floor Mid Valley Megamall, Kuala Lumpur Malaysia",http://www.midvalley.com.my/tenant/LittlePenangKafe/14a9d6a2-ca14-4fc3-a4c3-b8ddb7ab2f0c/EAT,$$ - $$$,$$ - $$$AsianNonya/MalaysianMalaysian,+60 3-7732 9215,Halal,"Lunch, Dinner"
Luk Yu Tea House,4.0 ,"181 Jalan Bukit Bintang The Starhill, Kuala Lumpur 55100 Malaysia",http://www.thestarhilldining.com/outlets/luk-yu-tea-house/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 18-632 8060,"Vegetarian Friendly, Halal","Lunch, Dinner"
The Daily Grind,4.0 ,"Lower Ground Floor, Bangsar Village, 1 Jalan Telawi 1, Kuala Lumpur 59100 Malaysia",http://thedailygrind.com.my/,$$ - $$$,$$ - $$$AmericanBarVegetarian Friendly,+60 3-4265 7600,"American, Bar",Vegetarian Friendly
Tarma Iraqi Street Food,4.5 ,"83 Jalan Berangan Bukit Bintang, Kuala Lumpur 50200 Malaysia",,$$ - $$$,$$ - $$$Middle EasternArabicVegetarian Friendly,+60 3-2110 4747,"Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner"
Ichi Zen Japanese Restaurant,4.0 ,"168, Bukit Bintang Street 6.24.1B, Level 6, Kuala Lumpur 55100 Malaysia",http://www.pavilion-kl.com/viewstore/Ichi-Zen,$$ - $$$,$$ - $$$JapaneseCentral AsianVegetarian Friendly,+60 3-2142 8333,Vegetarian Friendly,"Lunch, Dinner"
Breakfast Thieves,4.0 ,"29-5 Jalan Riong Bangsar, Kuala Lumpur 59100 Malaysia",http://www.breakfastthieves.com/,$$ - $$$,$$ - $$$MalaysianVegetarian FriendlyVegan Options,+60 3-2788 3548,Malaysian,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Wildflowers,4.5 ,"50000 Kuala Lumpur, Malaysia. No. 153 Jalan Petaling, Kuala Lumpur 50000 Malaysia",http://letsumai.com/widget/wildflowers,$$ - $$$,$$ - $$$Asian,+60 3-2856 3369,,
Annie 1 Family Restaurant,4.0 ,"20 Jalan Ss 21/58 Damansara Utama, Petaling Jaya 47400 Malaysia",,$,$ChineseAsianMalaysian,+60 12-336 9328,"Breakfast, Lunch, Dinner, Brunch","Takeout, Seating"
Entier French Dining,4.0 ,"No 58 Jalan Ang Seng Level 41, Alila Bangsar, Kuala Lumpur 50470 Malaysia",http://entierfrenchdining.com/,$$$$,$$$$FrenchEuropean,+60 16-263 0596,"French, European","Lunch, Dinner, Drinks"
Quan's Kitchen,4.5 ,"No 2 Jalan Balai Polis Level 8, Four Points by Sheraton, Kuala Lumpur 50000 Malaysia",https://marriottbonvoyasia.com/restaurants-bars/four-points-kuala-lumpur-chinatown-quans-kitchen,$$ - $$$,$$ - $$$InternationalAsianFusion,+60 3 2035 7333,"Asian, International, Fusion, Diner, Malaysian",Vegetarian Friendly
Bistro a Table,4.0 ,"6 Jalan 17/54 Seksyen 17, Petaling Jaya 46400 Malaysia",http://www.bistroatable.com/,$$$$,$$$$FrenchInternationalEuropean,+60 3-7931 2831,"French, International, European, Contemporary, Caucasian",Vegetarian Friendly
Q Cup cafe,4.5 ,"72, Jalan Imbi, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/qcupcafe,$$ - $$$,$$ - $$$CafeWine BarVegetarian Friendly,+60 3-2113 0320,"Cafe, Wine Bar",Vegetarian Friendly
Chateau Dionne,4.5 ,"24, Jalan Medan Setia 2 Damansara heights, Kuala Lumpur 50490 Malaysia",http://chateaudionne.com/,$$$$,$$$$FrenchEuropeanVegetarian Friendly,+60 11-5110 7309,Vegetarian Friendly,"Lunch, Dinner, Brunch"
Sushi Zanmai,4.0 ,"T-217, Third Floor, The Gardens, Mid Valley City, Lingkaran Syed Putra The Gardens Mall, Kuala Lumpur 59200 Malaysia",http://www.supersushi.com.my/,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 12-702 1160,Vegetarian Friendly,"Lunch, Dinner, Brunch, After-hours"
Croisserie Artisan Bakery,4.5 ,"14 Jalan Medan Setia 2 Bukit Damansara, Kuala Lumpur 50490 Malaysia",http://croisserie.com.my/,$$ - $$$,$$ - $$$BakeriesCafe,+60 12-564 4154,"Breakfast, Lunch, Brunch, Drinks","Takeout, Delivery, Outdoor Seating, Seating, Street Parking, Free Wifi, Accepts Credit Cards, Non-smoking restaurants"
Delhi Royale,4.0 ,"Lot No. 3, 33, Wisma Longrich, Jalan Yap Kwen Seng, Kuala Lumpur 50450 Malaysia",http://www.delhiroyale.com/,$$$$,$$$$IndianVegetarian FriendlyVegan Options,+60 127740155,Indian,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Wurst,5.0 ,"15-G, Persiaran Ara Kiri Bangsar, Kuala Lumpur 59100 Malaysia",https://www.wurstkl.com/,$$ - $$$,$$ - $$$GermanDeli,+60 124234588,"Deli, German","Lunch, Dinner, Brunch, After-hours, Drinks"
Damascus Restoran,4.5 ,"Jalan Sultan Ismail, Bukit Bintang Sungei Wang Plaza, Kuala Lumpur 55100 Malaysia",http://damascusmy.business.site/,$,$LebaneseFast foodMediterranean,+60 17-316 4981,"Lebanese, Fast food, Mediterranean, Middle Eastern, Arabic","Vegetarian Friendly, Halal"
Dave's Bistro Bar & Grill,4.0 ,"Lot G209 The Promenade One Utama Shopping Centre, Petaling Jaya 47800 Malaysia",http://davesbistro.com/,$$ - $$$,$$ - $$$EuropeanVegetarian Friendly,+60 3-7725 4017,European,Vegetarian Friendly
Arabella Restaurant,4.5 ,"Jalan Nagasari Opposite Parkroyal Service Appartments, Kuala Lumpur 50250 Malaysia",http://arabellabb.com/,$$$$,$$$$AsianMiddle EasternMalaysian,+60 13-375 0750,"Asian, Middle Eastern, Malaysian, Arabic","Halal, Vegetarian Friendly"
FLOUR,4.0 ,"12, Jalan Kamuning Off Jalan Imbi, Kuala Lumpur 55100 Malaysia",https://www.facebook.com/FLOURRESTAURANT,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 12-960 0053,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Lunch, Dinner"
Fat Tea Macanese Food,4.5 ,"Jalan PJU 8/3a Unit LG-05, Plaza Emerald North, Jalan PJU 8/3A, Damansara Perdana, Petaling Jaya 47820 Malaysia",http://www.facebook.com/Fat-Tea-Macanese-Food-366189550379907/,$$ - $$$,$$ - $$$CafeAsian,+60 3-7733 1868,"Lunch, Dinner, Brunch, Drinks","Seating, Takeout, Street Parking, Digital Payments, Free Wifi, Table Service, Reservations, Serves Alcohol"
Ti Chen Chinese Restaurant,4.5 ,"Jalan Lapangan Terbang SAAS Saujana Resort, Shah Alam 40150 Malaysia",http://www.saujanahotels.com/dining/ti-chen,$$$$,$$$$ChineseAsianVegetarian Friendly,+60 3-7843 1234,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
Pampas at Old Malaya,4.0 ,"Bukit Bintang 66-68 Jalan Raja Chulan, Kuala Lumpur 50200 Malaysia",http://www.pampas.com.my/,$$ - $$$,$$ - $$$Steakhouse,+60 3-2079 5548,"Dinner, Drinks","Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Valet Parking, Highchairs Available"
Le Shady Trinity Cafe,5.0 ,"Petaling Street Ground Floor 177,Jalan Tun H. S. Lee, Kuala Lumpur 50000 Malaysia",http://le-shady-trinity-cafe.business.site/?utm_source=gmb&utm_medium=referral,$,$CafeAsianVegetarian Friendly,+(60)3320220882,"Cafe, Asian","Vegetarian Friendly, Vegan Options"
Miss Ellie Tea House,4.5 ,"No.7 Jalan H 3, Taman Melawati, Kuala Lumpur 53100 Malaysia",http://www.facebook.com/missellieteahouse,$$ - $$$,$$ - $$$CafeBritishVegetarian Friendly,+60 3-4162 0113,Vegetarian Friendly,"Lunch, Dinner"
Chocha Foodstore,4.0 ,"156 Jalan Petaling, Kuala Lumpur 50000 Malaysia",http://www.facebook.com/chocha.foodstore/,$$ - $$$,$$ - $$$MalaysianVegetarian FriendlyVegan Options,+60 3-2022 1100,Malaysian,"Vegetarian Friendly, Vegan Options"
Salad Atelier the Weld,4.5 ,"Lot G-09A Ground Floor, The Weld 76 Jalan Raja Chulan, Kuala Lumpur 50200 Malaysia",http://www.saladatelier.com/,$$ - $$$,$$ - $$$Quick BitesFusionHealthy,+60 11-1258 8992,"Fusion, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options, Halal"
Wong Kee Hai Lam Chicken Rice & Roast Pork,4.5 ,"30 Jalan Nyonya Off Jalan Pudu, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/Lescapade-Telgruc-107957154279283/,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 3-2145 2512,Lunch,"Takeout, Outdoor Seating, Seating"
Upstairs Cafe,4.0 ,"1st Flr 12A Ss 12/18, Subang Jaya 47610 Malaysia",http://www.facebook.com/profile.php?id=225364964149163,$$ - $$$,$$ - $$$DessertCafeHalal,+60 5-611 9171,Halal,"Breakfast, Lunch, Dinner, Brunch"
Ginger Restaurant,4.0 ,"Jalan Hang Kasturi Central Market Annexe, Kuala Lumpur 50050 Malaysia",http://www.facebook.com/pages/category/Thai-Restaurant/Ginger-Thai-Cuisine-554120355095137/,$$ - $$$,$$ - $$$AsianThaiVegetarian Friendly,+60 3-2273 7371,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
Hawker Stalls in Chinatown,4.0 ,"Jln Sultan & Jln Tun HS Lee Chinatown, Kuala Lumpur Malaysia",,$,$ChineseAsian,,"Lunch, Dinner, Brunch, After-hours",Takeout
Wellness Recipe,4.5 ,"10 Boulevard A-1-5, Block Allamanda, Lebuhraya Sprint PJU 6A, Petaling Jaya 47400 Malaysia",http://www.wellnessconcept.net/,$$ - $$$,$$ - $$$AsianHealthyMalaysian,+60 3-7727 9999,"Healthy, Malaysian, Asian","Vegetarian Friendly, Vegan Options, Halal"
Eyuzu Japanese Cuisine,4.5 ,"13, Jalan 16/11, Pusat Dagang Seksyen 16 Eastin Hotel, Petaling Jaya 46350 Malaysia",https://www.facebook.com/Eyuzu-Japanese-Cuisine-1074750895995830/,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 3-7665 1111,"Lunch, Dinner","Reservations, Seating, Parking Available, Valet Parking, Private Dining, Validated Parking, Highchairs Available, Table Service"
ICC Pudu,4.0 ,"Jalan 1/77c ICC Pudu, Kuala Lumpur 55100 Malaysia",http://www.estacaolanche.com.br/,$,$ChineseAsianMalaysian,+60 3-2111 1111,"Breakfast, Lunch","Takeout, Wheelchair Accessible"
Fresh Unique Seafood 23,4.0 ,"9b-3 Jalan Jalan Kemajuan Jln kemajuan section 13,, Petaling Jaya 46200 Malaysia",http://unique-seafood.com.my/ContactUs,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 3-7960 2088,"Lunch, Dinner, Brunch","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Table Service, Free Wifi"
SOULed OUT Kuala Lumpur,4.0 ,"No. 20 Jalan 30/70a Desa Sri Hartamas, Kuala Lumpur 50480 Malaysia",http://sokl.souledout.com.my/,$$ - $$$,$$ - $$$PizzaSeafoodMediterranean,+60 12-200 1955,"Pizza, Seafood, Mediterranean, Contemporary, Beer restaurants",Vegetarian Friendly
Anne Elizabeth The Deli Restaurant,4.0 ,"No 1 Jalan Manis 4 Taman Segar Cheras, Kuala Lumpur 56100 Malaysia",https://www.facebook.com/AnneElizabethTheDeliRestaurant,$$ - $$$,$$ - $$$SouthwesternEuropean,+60 3-9130 0319,"Southwestern, European","Lunch, Dinner"
